id_buku,judul_buku,id_penulis,id_penerbit,id_kategori,ISBN,tahun_terbit,jumlah_halaman,link_buku,deskripsi
I123010,Biografi Donald Trump,PN112,PE064,B123,9.79E+12,Tanggal terbit tidak tersedia,90,https://play.google.com/store/books/details?id=5V3AEAAAQBAJ&source=gbs_api,"Donald John Trump lahir pada 14 Juni 1946, di Queens, New York City. Ia menjadi pengusaha dan kepribadian televisi, paling terkenal karena perannya sebagai pembawa acara reality show Ã¢Â€ÂœThe ApprenticeÃ¢Â€Â. Trump dibesarkan di Queens oleh ayahnya, seorang pengembang real estat kaya. Dia menghadiri Akademi Militer New York sebelum menerima gelar sarjana ekonomi dari University of Pennsylvania. Trump bekerja di perusahaan ayahnya sebelum menjadi presiden perusahaan pada tahun 1974. Gaya flamboyan Trump dan ketajaman bisnis membuatnya menjadi ikon di New York City. Ia menjadi tokoh terkemuka di kancah sosial kota serta dunia bisnisnya. Pada 1980-an, Trump memperluas kerajaan real estatnya di luar New York City, membeli properti di Atlantic City dan di seluruh dunia. Trump juga memperluas mereknya, melisensikan namanya ke berbagai produk, termasuk vodka, furnitur, dan pakaian. Pada 2016, ia meluncurkan kampanye presiden dan mengalahkan Hillary Clinton untuk menjadi presiden ke-45 Amerika Serikat. Selama masa jabatannya selama empat tahun, ia membuat banyak keputusan yang kontroversia dan polarisasi, tetapi sering menyebabkan keuntungan keuangan dan ekonomi bagi negara."
I123011,Biografi Ulama Perempuan Kota Medan,PN113,PE064,B123,9.79E+12,8/1/2022,165,http://books.google.co.id/books?id=A5fCEAAAQBAJ&dq=Biografi&hl=&source=gbs_api,"Buku ini adalah salah satu upaya Majelis Ulama Indonesia Kota Medan untuk memperkenalkan ulama perempuan kota Medan. Tentu saja pertanyaannya adalah, mengapa Ulama Perempuan? Jawabannya adalah, Ulama laki-laki sudah banyak ditulis orang sebagaimana yang terdapat di dalam buku-buku ataupun artikel ilmiah. Mereka umumnya lebih dikenal di masyarakat baik oleh kaum bapak ataupun kaum Ibu. Selanjutnya, sebagaimana yang dijelaskan Azyumardi Azra di dalam salah satu artikelnya, Ulama perempuan sangat jarang ditulis biografinya tidak saja di dalam negeri tetapi juga di luar negeri. Dalam konteks mengisi kekosongan inilah buku ini lahir."
I123012,Biografi Ibnu Khaldun,PN114,PE064,B123,9.79E+12,2/1/2013,224,https://play.google.com/store/books/details?id=dH1nCwAAQBAJ&source=gbs_api,"Sang ulama multidisipliner. Di Timur, Ibnu Khaldun disebut al-â€˜Allamah (Mahaguru). Di Barat, digelari the Polymath (penghimpun berbagai bidang pengetahuan). Namun, di atas segalanya, ia menelaah semua kajiannya dengan kadar ilmiah yang tinggi, dan tak diragukan lagi sangat berkontribusi atas perkembangan ilmu pengetahuan manusia. Lahir di Tunisia pada 732 H/1332 M, ia langsung menghadapi berbagai kemelut sosial-politik yang terjadi di depan matanya. Dengan terombang ambing dalam berbagai konflik, ia menjalani kehidupannya dengan penuh bahaya dan petualangan. Terkadang, ia menang"
I123013,BIOGRAFI TOKOH-TOKOH IDRISIYYAH,PN115,PE064,B123,ISBN tidak tersedia,10/20/2018,254,https://play.google.com/store/books/details?id=PQZ0DwAAQBAJ&source=gbs_api,"Buku yang mengungkap keberadaan Tarekat Al Muhammadiyyah'Sanusiyyah/Idrisiyyah yang dipelopori Syekh Abdul Aziz ad Dabbagh dan Syekh Ahmad bin Idris masih terhitung sedikit, apalagi di Indonesia. Tulisan ini hanya mengungkap sekelumit sisi kehidupan Tokoh-tokoh utama Tarekat Idrisiyyah yang berkembang dari Maghrib hingga ke Indonesia. Kesemuanya berada dalam jalinan silsilah yang bersambung tanpa terputus."
I123014,Biografi/profil Bupati & Walikota Seluruh Indonesia,PN116,PE065,B123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,358,https://play.google.com/store/books/details?id=5rppAAAAMAAJ&source=gbs_api,Deskripsi tidak tersedia
I123015,"Biografi Singkat Prof. Dr. Yohanes Rante, SE, M.Si",PN117,PE066,B123,9.79E+12,5/8/2018,184,https://play.google.com/store/books/details?id=5ZEIEAAAQBAJ&source=gbs_api,"Janganlah takut, sebab Aku menyertai engkau, janganlah bimbang sebab Aku ini Allahmu"
I123016,Biografi Kota dan Kita,PN118,PE066,B123,9.79E+12,Tanggal terbit tidak tersedia,100,https://play.google.com/store/books/details?id=5DC4EAAAQBAJ&source=gbs_api,"belum kau sebut nama kota saat kita bertemu. aku sudah lupa, sebab begitu banyak aku jumpa orangorang di kotakota berbeda. ... beri tahu aku nama kota itu dulu aku pernah bertamu lalu kau sambut bibir merahdadu * Membaca Biografi Kota dan Kita, kita seperti sedang menyusuri kota demi kota. Dari sana kemudian kita mengenalinya sebagai biografi di mana ada ""kita"" yang mencari dan pulang untuk mengenal diri. Kita ada di antara kota-kota itu, dan kota berada di dalam benak kita. Keduanya saling kelindan untuk melengkapi. Pengantar Isbedy Stiawan ZS, tak diragukan lagi, adalah salah satu penyair terbaik pada masa ini. Kemampuannya dalam mengungkap realitas dalam bentuk-bentuk lain yang lebih tajam dan puitis tidaklah dimiliki oleh banyak orang. Dalam buku Biografi Kota dan Kita, Isbedy kembali menunjukkan kelihaiannya tersebut."
I123017,Biografi Intelektual Muhammad Abduh,PN119,PE066,B123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,294,https://play.google.com/store/books/details?id=aFiKEAAAQBAJ&source=gbs_api,"Biografi Intelektual Muhammad Abduh Penulis : Ahmad Nabil Amir Ukuran : 14 x 21 cm No. QRCBN :62-39-9817-141 Terbit : Juli 2022 www.guepedia.com Sinopsis : Buku ini menyorot biografi intelektual dan politik Shaykh Muhammad Abduh dan kontribusinya kepada pemikiran moden dan kebangkitan sains dengan secara sistematik menganalisis karya-karyanya yang ekstensif tentang sains, seperti Al-Islam wa'l nasraniyyah ma'al Ilmi wa'l nasraniyyah, tafsir Al-Manar, tafsir juz 'amma dan risalah al tauhid di samping kitab-kitab serta literatur penting lain dari Muhammad Abduh. Tema utama yang dibincangkan dalam karya ini menfokuskan pada falsafah sains Muhammad Abduh, sumbangannya yang prolifik kepada pemodenan, dan pandangan saintifiknya dalam tafsir. Ia turut mendiskusikan pengaruhnya ke atas masyarakat Mesir moden dan impaknya yang penting dalam pencerahan dan pembaharuan Islam di abad moden. Tulisan ini menemukan beberapa hasil yang signifikan, yang memperlihatkan pemikiran dan legasi intelektualnya dalam mengislamkan karakter sains dan landasannya yang dinamik berdasarkan pandangan sarwa Islam yang moden. Ini secara substantial dilukiskan dalam usahanya menyuguhkan tafsiran saintifik terhadap al-Qurâ€™an, yang menfokuskan kepada kekuatan intelek dan nalar (â€˜aql), menzahirkan kefahaman rasionalnya terhadap teks, dan menyumbang kepada kebangkitan pikiran-pikiran saintifik, kebebasan (taharrur), dan pandangan sarwa religius yang dinamik. www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guys"
I123018,Biografi Pahlawan Nasional Marthin Indey dan Silas Papare,PN120,PE067,B123,ISBN tidak tersedia,1/1/1997,210,https://play.google.com/store/books/details?id=hG6fCgAAQBAJ&source=gbs_api,"Biographies of Marthin Indey, 1912-1986 and Silas Ayari Donrai Papare, 1918-1979"
I123019,Kesadaran Baru Maritim - Biografi Laksamana TNI Dr. Marsetio,PN121,PE068,B123,9.79E+12,10/12/2016,480,https://play.google.com/store/books/details?id=cey1EAAAQBAJ&source=gbs_api,"â€œLeadership dan ketegasan Laksamana TNI Dr. Marsetio dalam menegakkan kedaulatan negara berjalan beriringan dengan keberhasilannya membina hubungan baik dengan Angkatan Laut berbagai negara. Komitmennya dalam membangun TNI AL hingga menjadi World Class Navy patut menjadi sumber inspirasi bagi setiap prajurit TNI AL.â€ -- Laksamana TNI Ade Supandi, S.E., M.A.P. Kepala Staf Angkatan Laut â€œBeliau adalah seorang profesional militer yang selama 34 tahun karier militernya mengelola hard power, sekaligus scientist bergelar doktor yang kaya ilmu pengetahuan sehingga bisa mengambil langkah-langkah soft power dengan kombinasi hard power, suatu hal yang baik untuk membangun defense diplomacy.â€ -- Prof. Ir. Purnomo Yusgiantoro, M.A., M.Sc., Ph.D. Menteri Pertahanan Kabinet Indonesia Bersatu II, 2009â€“2014 â€œLaksamana TNI Marsetio bukan hanya seorang perwira pelaut yang mempunyai banyak pengalaman lapangan sebagai praktisi, tetapi juga sosok prajurit intelektual yang kaya dengan pemikiran ilmiah untuk mendorong TNI Angkatan Laut menjadi institusi berkelas dunia, setara dengan angkatan laut negara-negara maju.â€ -- Prof. Hikmahanto Juwana, S.H., L.L.M., Ph.D. Guru Besar Fakultas Hukum Universitas Indonesia â€œAdmiral Marsetio, during his time as Indonesiaâ€™s Chief of Naval Staff, was a strong leader in service to his nation and on the international stage.â€ -- Jonathan W. Greenert, Admiral, US Navy Chief of Naval Operations"
I123020,Biografi dan Gerakan Dakwah Imam Muhammad bin Abdul Wahab,PN122,PE069,B123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,49,https://play.google.com/store/books/details?id=4WeXEAAAQBAJ&source=gbs_api,Biografi dan Gerakan Dakwah Imam Muhammad bin Abdul Wahab
I123021,"Biografi Habib Sholeh, Sang Matahari Tanggul",PN123,PE070,B123,9.79E+12,10/5/2023,150,https://play.google.com/store/books/details?id=afXaEAAAQBAJ&source=gbs_api,"Buku yang berjudul Biografi Habib Sholeh, Sang Matahari Tanggul merupakan buku karya Nurul Jannah. Nama Habib Sholeh hingga kini masih harum dan akan terus semerbak mewangi sepanjang masa. Kisah-kisah yang menggambarkan besarnya keagungan dan karomah beliau tidak terhitung. Kekaromahan dan derjat kewalian Habib Sholeh telah mencapai tingkatan Qutub, Qutub Awliya Allah. Beliau dikenal memiliki akhlak sangat mulia"
I123022,Biografi politikus dan budayawan Ridwan Saidi,PN124,PE070,B123,9.79E+12,12/19/2018,90,https://play.google.com/store/books/details?id=oO5_DwAAQBAJ&source=gbs_api,"Penulis: Ridwan Saidi. Sambutan: Fadli Zon, SS, MSc, Wakil Ketua DPR RI periode tahun 2014-2019. Editor: Chamal Hamid â€œTak berlebihan sepertinya jika disebut bahwa sesudah Ridwan Saidi, tak ada lagi sosok Ketua Umum PB HMI yang sanggup menyaingi citra intelek serta produktivitas Ridwan. Citra intelek dan produktivitasnya dalam berkarya hanya bisa ditandingi oleh generasi-generasi sebelumnyaâ€. (Fadli Zon). Biographi Ridwan Saidi ditulis seorang tukang parkir mobil di Jakarta yang ingin selesaikan studinya di Universitas Negeri Jakarta. Saya yakin dengan kejujuran tukang parkir, kata Saidi. Sejak usia 13 tahun Saidi sudah tertarik dengan politik. Saidi menjadi saksi pergolakan politik dari jaman Liberal, Orde Lama, Orde Baru, hingga Reformasi. Saidi kenal dekat dengan pelaku politik jaman Liberal, dan pada jaman Orde Baru Saidi mulai terjun sebagai politikus. Bakatnya berpolitik berkembang sejak Saidi menjadi Ketua Umum Himpunan Mahasiswa Islam (HMI) periode tahun 1974-1976. Saidi tetap hingga kini menyampaikan pikiran politiknya sebagai pengamat. Sekarang yang banyak pekerja politik, bukan politikus, kata Saidi."
I123023,Biografi Lengkap Karl Marx,PN125,PE070,B123,9.79E+12,Tanggal terbit tidak tersedia,288,https://play.google.com/store/books/details?id=hVFHEAAAQBAJ&source=gbs_api,"Karl Marx, seorang pemikir, ekonom, sosiolog, sekaligus jurnalis yang berdarah Prussia dan lahir di sebuah keluarga kelas menengah, tak bisa disangkal lagi, merupakan salah seorang tokoh sosialis revolusioner yang paling berpengaruh hingga saat ini. Buah pemikirannya, Marxisme, menjadi penggerak bagi banyak organisasi sosial dan politik di berbagai penjuru dunia. Buku ini, secara garis besar, menjelajahi historisitas Marx beserta pemikirannya, tentang bagaimana formulasi dan pengaruhnya terhadap pemikiran-pemikiran lain yang sejalan, beririsan, ataupun bertentangan dengannya. Sebagai sebuah pengantar, buku ini bukan saja mengenalkan kita kepada Marx, melainkan juga memperkaya pengetahuan kita tentang perjalanan sejarah umat manusia."
I123024,Biografi Tokoh Sastra,PN126,PE070,B123,9.79E+12,1/2/2012,66,http://books.google.co.id/books?id=9L_EDAAAQBAJ&dq=Biografi&hl=&source=gbs_api,"Kita semua pasti suka membaca cerita, baik dalam bentuk novel, cerpen, maupun puisi. Novel, cerpen, maupun puisi merupakan karya sastra. Siapa saja tokoh sastra yang sudah kamu kenal? Buku Biografi Tokoh Sastra yang kami terbitkan ini akan memberikan pengetahuan bagi pembaca bagaimana kehidupan tokoh-tokoh sastra tersebut. (Balai Pustaka)"
I123025,Biografi Abu Bakar Ash-Shiddiq,PN127,PE071,B123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,135000,https://play.google.com/store/books/details?id=u-vbDwAAQBAJ&source=gbs_api,Banyak orang yang telah mati. Namun masing-masing menyisakan jejak yang berbeda. Abu Bakar Ash-Shidiq adalah nama besar yang menebarkan aroma rahmat dan kebaikan. Sosoknya memang layak diabadikan dalam lembaran-lembaran pujian untuk dikenang kebaikannya. Berbeda dengan aroma laknat dan kesesatan yang ditebarkan oleh nama-nama seperti
I123026,Biografi Ali bin Abi Thalib,PN127,PE071,B123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,711,https://play.google.com/store/books/details?id=pezbDwAAQBAJ&source=gbs_api,"Ali bin Abi Thalib Radhiyallahu Anhu adalah khalifah keempat dari Khulafaurrasyidin, sebuah estafet kepemimpinan yang selau berada dalam petunjuk dan hidayah. Ali bin Abi Thalib melanjutkan tongkat kepemimpinan para pendahulunya Abu Bakar Ash-Shiddiq, Umar bin Khathab, dan Utsman bin Affan Radhiyallahu Anhum. Kepemimpin yang tegak atas baiat kaum muslimin, yang berjanji setia dan ridha untuk melanjutkan risalah dakwah yang diemban oleh Rasulullah. Ali bin Abi Thalib adalah sepupu Rasulullah sekaligus yang pertama kali masuk Islam dari kalangan pemuda. Ia juga dikenal sebagai panglima pemberani yang ahli dalam perang tanding, ahli dalam bidang fikih, ahli hikmah, sekaligus ahli strategi pemerintahan. Posisinya sebagai kerabat Rasulullah, membuat sebuah kelompok yang menganggapnya sebagai khalifah yang berhak menggantikan kepemimpinan Rasulullah. Bahkan ada yang mengagung-agungkannya secara ekstrem (ghuluw) sebagaimana dilakukan oleh kelompok Syiah Rafidhah. Namun, Ali bin Abi Thalib lebih memilih mengikuti kesepakatan kaum muslimin untuk membait Abu Bakar Ash-Shiddiq sebagai khalifah pengganti Rasulullah. Ia ridha berada dalam bait tersebut dan begitu memuliakan sahabat seniornya tersebut. Begitu pula dengan Abu Bakar, yang juga begitu memuliakannya. Buku ini menceritakan secara menarik dan mendalam tentang sosok Khalifah Ali bin Abi Thalib. Dari mulai kepribadiannya, kedalaman ilmu agamanya, kemampuannya dalam mengelola pemerintahan, dan seluk beluk konflik dan pertentangan yang terjadi pada masa kepemimpinannya, sehinga menimbulkan banyak kelompok sempalan, seperti Syiah Rafidhah dan Khawarij. Buku ini juga memberikan bantahan terhadap syubhat-syubhat pemikiran dan keyakinan yang menyimpang dari kelompok yang bersikap ekstrem dalam memuliakan Ali bin Abi Thalib. Termasuk membongkar hadits-hadits dhaif tentang kepemimpinan pasca wafatnya Rasulullah."
I123027,Biografi Tokoh-Tokoh Dunia,PN128,PE071,B123,9.79E+12,1/2/2012,89,http://books.google.co.id/books?id=Q9HFDAAAQBAJ&dq=Biografi&hl=&source=gbs_api,Penyusunan Ensiklopedia Biografi tokoh ini tidak begitu lengkap dalam melampirkan para tokoh yang terkenal dan dicintai namun dari beberapa tokoh yang terwakilkan dalam buku ini penyusun merasa seluruh alur pemikiran dan kharisma iv Biografi Tokoh-Tokoh Dunia tokoh. Di dunia terwakilkan lewat pengaruhnya terhadap masyarakat modern keyakinan. Terima kasih terutama pada penyusun dan penulis sebelumnya buku ini saya apresiasikan kepada bapak/ibu penulis buku-buku serupa.(Balai Pustaka)
I123028,BIOGRAFI DAN AKIDAH IMAM AL-MUZANI,PN129,PE071,B123,ISBN tidak tersedia,8/6/2021,276,https://play.google.com/store/books/details?id=Mtk7EAAAQBAJ&source=gbs_api,"Isma'il bin Yahya al-Muzani yang lebih dikenal dengan Imam al- Muzani ( wafat pada tahun 264 H) adalah seorang ulama dari Negeri Mesir. Beliau adalah murid imam asy- Syafi'i. Bahkan beliaulah yang memandikan jenazah Imam asy-syafi'i. Imam asy-syafi'i pernah berujar, ""al- Muzani adalah penolong mazhabku"". Buku ini adalah penjelasan terhadap salah satu karya al-Muzani dalam bidang akidah, yang dikenal dengan sebutan syarhus Sunnah Lil Muzani. Kitab yang berisi uraian lengkap mengenai akidah ahlussunah wal jamaah yang shahih berdasarkan Al-Qur'an dan Sunnah. Di antara pembahasan di dalamnya adalah akidah tentang ketinggian Allah diatas 'Arsy, iman terhadap malaikat, penciptaan Adam, surga dan neraka, keimanan terhadap takdir, hakikat keimanan, keyakinan bahwa Al-Qur'an adalah Kalamullah bukan mahluk, keimanan terhadap sifat-sifat Allah, tidak gegabah dan bermudah-mudahan dalam mengkafirkan seseorang yang asalnya muslim, ketaatan kepada pemimpin muslim, ajal mahluk, fitnah kubur, pengadilan hari kiamat, serta kecintaan terhadap para sahabat Nabi. Buku ini dilengkapi pula dengan pembahasan empat rukun Islam (shalat fardhu, zakat, shaum Ramadhan, haji), menghindari najis, thaharah ( berwudhu dan mandi wajib), shalat sunnah ( witir, rawatib, Idul Fitri dan Idul Adha, shalat gerhana dan istisqa'). Dibahas pula beberapa contoh dosa besar seperti perbuatan mengadu domba,ghibah, dusta, dan bertindak sewenang-wenang. Semoga kehadiran buku ini memberi pencerahan bagi anda dalam mengenal dan mendalami akidah yang shahihah sesuai dengan pemahaman Nabi dan para sahabatnya."
I123029,Biografi Presiden dan Wakil Presiden RI,PN130,PE071,B123,9.79E+12,1/2/2012,64,http://books.google.co.id/books?id=YL_EDAAAQBAJ&dq=Biografi&hl=&source=gbs_api,"Beberapa di antara kita ada yang bercita-cita ingin jadi presiden atau wakilnya. Wah, cita-cita yang sangat bagus. Tahukah kamu di Indonesia, sudah terjadi beberapa kali pergantian presiden dan wakilnya. Kamu tentu tahu presiden pertama Indonesia dan siapa presiden kita saat ini? (Balai Pustaka)"
I123030,Umar Bin Al- Khaththab,PN131,PE071,B123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,Link buku tidak tersedia,Deskripsi tidak tersedia
I123031,BIOGRAFI SUNAN GUNUNG DJATI: Sang Penata Agama di Tanah Sunda,PN132,PE072,B123,9.79E+12,5/12/2020,203,https://play.google.com/store/books/details?id=UOviDwAAQBAJ&source=gbs_api,"Penelitian ini membahas tentang prosopografi (biografi tokoh) Sunan Gunung Djati sebagai penegak panatagama di Tanah Sunda. Kajian dimulai dengan melakukan penelusuran arsip/dokumen resmi tercetak, naskah-naskah, buku, maupun tinggalan benda lainnya yang tersimpan di Keraton Kasepuhan, Kanoman, Kacerbonan, tokoh masyarakat Cirebon dan sekitarnya, Museum Negeri Sribaduga Jawa Barat, Perpustakaan Pusat UNPAD, Arsip Nasional Republik Indonesia (ANRI), dan Perpustakaan Nasional Republik Indonesia (PNRI). Penelitian ini sangat signifikan untuk meletakkan peran dan pengaruh Sunan Gunung Djati dalam kiprahnya sebagai penyebar agama Islam (panatagama) di Tanah Sunda. Gagasan dan aktivitas Sunan Gunung Djati yang catatan dan ajarannya masih dapat dijumpai sangat penting untuk dijadikan bahan acuan historis bagi masyarakat Jawa Barat dan Indonesia dalam memahami perkembangan Islam sebagai mata rantai pengalaman keagamaan dan keberagamaan di Nusantara. Teori yang dipakai dalam penelitian ini adalah teori gerakan sosial dari Quintan Wiktorowicz dengan pendekatan multidisipliner. Metode yang dipakai dalam penelitian ini adalah metode penelitian sejarah yang meliputi empat tahap, yaitu: heuristik, kritik, interpretasi, dan historiografi. Melalui penelitian ini diharapkan dapat menjelaskan: (1) Latar belakang perjuangan Sunan Gunung Djati"
